deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,risk_score,risk_category
D01258,2023-07-09,2023-07-20,rep_1,SaaS,North America,Pro,Inbound,Negotiation,2850,11,Won,46.3,Medium
D01259,2024-03-14,2024-04-18,rep_21,Ecommerce,India,Pro,Referral,Qualified,2288,35,Lost,43.9,Medium
D01260,2023-08-19,2023-11-29,rep_16,HealthTech,India,Enterprise,Partner,Negotiation,18036,102,Won,52.1,Medium
D01261,2023-04-25,2023-05-20,rep_12,FinTech,India,Pro,Outbound,Demo,10856,25,Won,46.7,Medium
D01262,2023-01-22,2023-03-28,rep_7,Ecommerce,India,Pro,Referral,Proposal,6435,65,Won,53.4,Medium
D01263,2024-01-11,2024-03-15,rep_22,Ecommerce,Europe,Enterprise,Outbound,Proposal,15594,64,Won,54.9,Medium
D01264,2023-05-06,2023-06-09,rep_25,Ecommerce,APAC,Enterprise,Partner,Closed,11188,34,Lost,51.0,Medium
D01265,2023-04-20,2023-06-16,rep_14,FinTech,Europe,Core,Partner,Closed,16893,57,Won,49.2,Medium
D01266,2023-10-10,2024-02-07,rep_1,HealthTech,India,Enterprise,Outbound,Negotiation,5148,120,Won,50.8,Medium
D01267,2023-05-20,2023-08-30,rep_5,Ecommerce,APAC,Pro,Outbound,Demo,72674,102,Lost,52.5,Medium
D01268,2024-03-20,2024-06-29,rep_24,FinTech,North America,Core,Inbound,Closed,100000,101,Won,42.7,Medium
D01269,2023-01-11,2023-01-19,rep_7,HealthTech,Europe,Pro,Inbound,Proposal,13431,8,Lost,50.9,Medium
D01270,2023-07-05,2023-09-29,rep_10,EdTech,North America,Enterprise,Outbound,Demo,15317,86,Lost,58.0,Medium
D01271,2024-03-26,2024-04-21,rep_18,Ecommerce,APAC,Enterprise,Outbound,Closed,2970,26,Won,50.3,Medium
D01272,2023-02-28,2023-05-30,rep_16,Ecommerce,India,Core,Inbound,Negotiation,5644,91,Lost,45.8,Medium
D01273,2023-10-28,2024-01-31,rep_15,FinTech,India,Enterprise,Partner,Demo,96662,95,Lost,50.8,Medium
D01274,2023-06-23,2023-07-10,rep_22,Ecommerce,Europe,Core,Outbound,Proposal,37687,17,Lost,50.3,Medium
D01275,2023-11-21,2024-01-08,rep_20,SaaS,India,Core,Partner,Qualified,13811,48,Won,50.8,Medium
D01276,2024-03-11,2024-04-19,rep_6,FinTech,Europe,Enterprise,Partner,Proposal,16526,39,Won,52.9,Medium
D01277,2023-05-15,2023-07-18,rep_22,FinTech,APAC,Enterprise,Inbound,Negotiation,55761,64,Lost,50.6,Medium
D01278,2023-03-08,2023-07-04,rep_13,HealthTech,India,Pro,Referral,Proposal,7113,118,Lost,54.0,Medium
D01279,2023-01-19,2023-04-24,rep_14,Ecommerce,APAC,Core,Partner,Closed,14146,95,Lost,53.6,Medium
D01280,2024-01-04,2024-02-13,rep_22,FinTech,APAC,Enterprise,Inbound,Negotiation,6004,40,Lost,50.8,Medium
D01281,2023-01-12,2023-05-02,rep_3,HealthTech,Europe,Core,Inbound,Proposal,2876,110,Won,47.4,Medium
D01282,2023-01-05,2023-04-14,rep_21,Ecommerce,APAC,Enterprise,Inbound,Closed,4794,99,Won,44.3,Medium
D01283,2023-11-10,2023-12-02,rep_23,FinTech,North America,Pro,Outbound,Qualified,3136,22,Won,49.4,Medium
D01284,2023-04-18,2023-05-01,rep_7,Ecommerce,Europe,Pro,Partner,Negotiation,5169,13,Lost,53.1,Medium
D01285,2024-01-10,2024-04-12,rep_3,HealthTech,Europe,Pro,Outbound,Qualified,44238,93,Lost,50.8,Medium
D01286,2024-03-25,2024-06-09,rep_7,HealthTech,APAC,Core,Outbound,Qualified,36254,76,Lost,54.4,Medium
D01287,2023-07-22,2023-10-18,rep_7,Ecommerce,APAC,Pro,Outbound,Proposal,74038,88,Lost,53.2,Medium
D01288,2023-09-29,2023-10-06,rep_2,FinTech,India,Pro,Inbound,Qualified,7599,7,Lost,45.5,Medium
D01289,2023-11-14,2024-02-25,rep_11,SaaS,APAC,Enterprise,Inbound,Qualified,2654,103,Lost,50.7,Medium
D01290,2023-10-19,2023-11-28,rep_12,Ecommerce,APAC,Pro,Partner,Negotiation,66938,40,Lost,47.7,Medium
D01291,2023-10-07,2024-01-17,rep_14,Ecommerce,India,Pro,Referral,Proposal,25596,102,Won,53.4,Medium
D01292,2023-08-26,2023-12-22,rep_14,FinTech,Europe,Pro,Referral,Negotiation,38623,118,Lost,50.7,Medium
D01293,2024-03-21,2024-06-16,rep_5,SaaS,Europe,Core,Inbound,Demo,76935,87,Won,47.5,Medium
D01294,2023-01-09,2023-03-07,rep_13,HealthTech,APAC,Enterprise,Partner,Negotiation,4219,57,Lost,53.5,Medium
D01295,2023-04-27,2023-05-28,rep_16,FinTech,APAC,Core,Inbound,Demo,16177,31,Lost,47.0,Medium
D01296,2023-06-15,2023-09-20,rep_7,Ecommerce,India,Core,Partner,Negotiation,50821,97,Lost,53.1,Medium
D01297,2023-11-20,2023-12-17,rep_20,HealthTech,APAC,Pro,Partner,Qualified,76229,27,Won,50.1,Medium
D01298,2024-02-18,2024-05-23,rep_15,EdTech,India,Core,Outbound,Qualified,5027,95,Lost,51.8,Medium
D01299,2023-06-17,2023-09-20,rep_11,SaaS,APAC,Enterprise,Outbound,Closed,18385,95,Won,49.5,Medium
D01300,2023-03-07,2023-04-24,rep_8,Ecommerce,India,Core,Partner,Demo,97704,48,Lost,44.2,Medium
D01301,2023-09-19,2024-01-16,rep_16,Ecommerce,APAC,Core,Referral,Closed,3215,119,Won,47.8,Medium
D01302,2023-07-19,2023-11-02,rep_16,HealthTech,Europe,Enterprise,Inbound,Qualified,19663,106,Won,50.7,Medium
D01303,2023-06-17,2023-08-08,rep_16,EdTech,Europe,Enterprise,Outbound,Proposal,17205,52,Lost,48.8,Medium
D01304,2023-11-02,2024-01-25,rep_8,Ecommerce,India,Enterprise,Inbound,Proposal,88616,84,Won,42.8,Medium
D01305,2023-06-02,2023-07-12,rep_3,EdTech,India,Core,Referral,Negotiation,23777,40,Won,45.5,Medium
D01306,2023-11-17,2024-01-11,rep_15,EdTech,Europe,Enterprise,Referral,Proposal,6864,55,Lost,50.6,Medium
D01307,2023-05-26,2023-06-22,rep_18,Ecommerce,APAC,Core,Partner,Proposal,4644,27,Lost,54.8,Medium
D01308,2024-03-01,2024-06-08,rep_13,HealthTech,APAC,Enterprise,Inbound,Proposal,76919,99,Won,48.7,Medium
D01309,2023-11-26,2024-01-08,rep_16,FinTech,North America,Core,Outbound,Demo,6657,43,Won,48.3,Medium
D01310,2023-02-22,2023-05-06,rep_11,FinTech,India,Pro,Inbound,Proposal,11850,73,Won,47.3,Medium
D01311,2023-09-10,2023-11-07,rep_18,FinTech,Europe,Pro,Outbound,Demo,71903,58,Lost,51.6,Medium
D01312,2023-03-01,2023-06-13,rep_1,FinTech,Europe,Pro,Inbound,Closed,4136,104,Lost,46.7,Medium
D01313,2023-01-22,2023-02-26,rep_13,Ecommerce,North America,Enterprise,Partner,Proposal,10255,35,Lost,54.5,Medium
D01314,2023-09-10,2023-09-20,rep_7,SaaS,North America,Core,Outbound,Qualified,7710,10,Lost,52.1,Medium
D01315,2023-10-26,2024-01-03,rep_6,Ecommerce,Europe,Core,Inbound,Closed,9320,69,Won,48.1,Medium
D01316,2023-11-18,2024-02-28,rep_6,HealthTech,APAC,Pro,Outbound,Negotiation,69060,102,Lost,52.4,Medium
D01317,2023-06-17,2023-07-27,rep_20,SaaS,India,Core,Outbound,Negotiation,7328,40,Won,44.9,Medium
D01318,2023-02-27,2023-03-11,rep_23,HealthTech,APAC,Pro,Referral,Proposal,46233,12,Won,49.5,Medium
D01319,2023-01-28,2023-04-27,rep_10,FinTech,Europe,Core,Partner,Qualified,48417,89,Lost,53.9,Medium
D01320,2023-04-16,2023-06-25,rep_20,HealthTech,India,Pro,Partner,Negotiation,19795,70,Lost,51.7,Medium
D01321,2024-02-12,2024-05-14,rep_20,FinTech,North America,Pro,Inbound,Qualified,4035,92,Lost,49.7,Medium
D01322,2023-06-05,2023-08-07,rep_7,HealthTech,India,Enterprise,Partner,Proposal,6653,63,Won,55.9,Medium
D01323,2023-02-08,2023-03-22,rep_5,EdTech,India,Core,Inbound,Proposal,2183,42,Won,45.3,Medium
D01324,2023-11-22,2024-03-03,rep_3,HealthTech,India,Enterprise,Partner,Qualified,2248,102,Lost,52.7,Medium
D01325,2023-05-19,2023-05-28,rep_13,Ecommerce,North America,Core,Referral,Qualified,5929,9,Lost,49.7,Medium
D01326,2023-08-10,2023-12-01,rep_25,EdTech,APAC,Enterprise,Referral,Qualified,3433,113,Lost,54.1,Medium
D01327,2023-04-14,2023-08-01,rep_1,FinTech,India,Enterprise,Referral,Negotiation,7498,109,Won,48.8,Medium
D01328,2024-02-10,2024-03-17,rep_12,Ecommerce,India,Enterprise,Outbound,Closed,2387,36,Lost,42.5,Medium
D01329,2023-07-11,2023-10-10,rep_24,EdTech,India,Core,Referral,Proposal,7949,91,Lost,50.7,Medium
D01330,2023-07-10,2023-09-14,rep_14,EdTech,India,Core,Partner,Closed,84816,66,Lost,47.5,Medium
D01331,2023-03-12,2023-04-30,rep_2,EdTech,Europe,Enterprise,Partner,Demo,79083,49,Lost,50.6,Medium
D01332,2023-10-04,2023-12-30,rep_3,Ecommerce,North America,Enterprise,Inbound,Negotiation,3306,87,Lost,47.9,Medium
D01333,2023-09-24,2023-10-14,rep_22,EdTech,India,Core,Partner,Demo,41587,20,Lost,56.2,Medium
D01334,2024-01-10,2024-05-03,rep_8,SaaS,APAC,Enterprise,Referral,Negotiation,88566,114,Lost,45.0,Medium
D01335,2023-12-19,2024-03-31,rep_23,FinTech,North America,Pro,Outbound,Demo,3849,103,Lost,54.3,Medium
D01336,2023-02-06,2023-05-12,rep_21,FinTech,Europe,Core,Inbound,Closed,3981,95,Lost,39.9,Medium
D01337,2023-01-16,2023-03-01,rep_15,FinTech,India,Pro,Referral,Proposal,3521,44,Won,47.6,Medium
D01338,2023-01-06,2023-04-12,rep_14,SaaS,India,Enterprise,Inbound,Proposal,4811,96,Lost,50.7,Medium
D01339,2023-12-14,2024-02-21,rep_23,Ecommerce,India,Enterprise,Inbound,Proposal,6095,69,Lost,49.4,Medium
D01340,2023-08-05,2023-11-08,rep_2,Ecommerce,North America,Pro,Partner,Negotiation,4875,95,Lost,54.3,Medium
D01341,2023-10-06,2023-10-24,rep_24,EdTech,Europe,Enterprise,Referral,Negotiation,19724,18,Won,48.0,Medium
D01342,2023-01-18,2023-03-07,rep_4,FinTech,Europe,Enterprise,Inbound,Negotiation,48384,48,Won,44.2,Medium
D01343,2023-09-17,2023-11-19,rep_13,SaaS,North America,Pro,Inbound,Closed,56010,63,Won,48.3,Medium
D01344,2023-12-24,2024-03-06,rep_20,EdTech,India,Core,Outbound,Proposal,5700,73,Lost,47.8,Medium
D01345,2024-03-04,2024-03-20,rep_25,Ecommerce,North America,Pro,Outbound,Demo,12080,16,Won,52.5,Medium
D01346,2023-04-25,2023-06-14,rep_23,FinTech,North America,Core,Outbound,Negotiation,49980,50,Lost,46.5,Medium
D01347,2023-03-09,2023-06-18,rep_12,Ecommerce,North America,Enterprise,Partner,Negotiation,17220,101,Lost,52.8,Medium
D01348,2023-11-22,2024-02-06,rep_23,Ecommerce,North America,Core,Inbound,Closed,8549,76,Won,48.3,Medium
D01349,2023-05-15,2023-09-11,rep_5,FinTech,North America,Core,Inbound,Demo,72602,119,Lost,49.2,Medium
D01350,2023-10-20,2023-11-19,rep_9,Ecommerce,North America,Enterprise,Outbound,Closed,18811,30,Lost,48.7,Medium
D01351,2023-10-26,2023-12-24,rep_5,Ecommerce,North America,Pro,Inbound,Proposal,2325,59,Won,49.2,Medium
D01352,2023-09-19,2024-01-04,rep_1,EdTech,Europe,Pro,Outbound,Closed,54850,107,Won,49.6,Medium
D01353,2024-03-16,2024-05-23,rep_7,FinTech,Europe,Pro,Inbound,Negotiation,18879,68,Lost,50.4,Medium
D01354,2023-03-16,2023-06-16,rep_3,SaaS,Europe,Core,Referral,Closed,10382,92,Won,46.3,Medium
D01355,2024-03-05,2024-05-31,rep_2,EdTech,India,Core,Outbound,Negotiation,3846,87,Won,47.6,Medium
D01356,2023-12-10,2024-03-18,rep_16,SaaS,India,Enterprise,Outbound,Demo,5201,99,Lost,51.5,Medium
D01357,2023-05-04,2023-07-26,rep_14,FinTech,North America,Enterprise,Outbound,Qualified,76720,83,Lost,50.1,Medium
D01358,2024-01-31,2024-04-29,rep_10,SaaS,APAC,Pro,Referral,Proposal,14443,89,Won,55.7,Medium
D01359,2023-09-19,2023-11-27,rep_20,SaaS,Europe,Pro,Partner,Closed,93424,69,Won,45.7,Medium
D01360,2023-02-16,2023-05-22,rep_9,EdTech,APAC,Pro,Outbound,Qualified,87763,95,Lost,52.1,Medium
D01361,2023-06-10,2023-07-28,rep_11,SaaS,India,Pro,Partner,Demo,11133,48,Lost,54.0,Medium
D01362,2023-11-03,2024-01-03,rep_7,EdTech,APAC,Core,Referral,Proposal,38255,61,Lost,53.2,Medium
D01363,2023-10-25,2024-01-06,rep_7,SaaS,APAC,Core,Referral,Demo,58202,73,Won,54.1,Medium
D01364,2023-07-11,2023-08-18,rep_11,HealthTech,APAC,Enterprise,Inbound,Closed,12435,38,Won,46.3,Medium
D01365,2023-05-10,2023-06-01,rep_9,Ecommerce,India,Enterprise,Partner,Demo,6511,22,Lost,53.6,Medium
D01366,2023-09-19,2023-12-07,rep_20,FinTech,India,Pro,Referral,Negotiation,76060,79,Won,43.3,Medium
D01367,2023-06-10,2023-07-02,rep_9,FinTech,APAC,Core,Inbound,Qualified,3006,22,Won,46.2,Medium
D01368,2024-01-16,2024-04-19,rep_4,EdTech,APAC,Pro,Referral,Qualified,2327,94,Won,53.0,Medium
D01369,2023-05-04,2023-06-09,rep_8,HealthTech,North America,Enterprise,Partner,Proposal,54961,36,Won,48.6,Medium
D01370,2024-01-26,2024-03-01,rep_6,FinTech,APAC,Pro,Inbound,Qualified,91003,35,Won,46.4,Medium
D01371,2023-02-18,2023-03-28,rep_6,HealthTech,APAC,Core,Inbound,Demo,80228,38,Lost,48.3,Medium
D01372,2023-05-03,2023-08-03,rep_8,FinTech,North America,Pro,Referral,Demo,17825,92,Won,51.7,Medium
D01373,2023-08-15,2023-09-10,rep_25,EdTech,Europe,Enterprise,Referral,Closed,5149,26,Lost,46.2,Medium
D01374,2023-08-12,2023-11-28,rep_20,Ecommerce,India,Enterprise,Outbound,Closed,13276,108,Lost,48.4,Medium
D01375,2023-07-10,2023-08-04,rep_7,HealthTech,APAC,Pro,Referral,Negotiation,6923,25,Lost,52.4,Medium
D01376,2023-05-21,2023-06-28,rep_22,SaaS,Europe,Enterprise,Inbound,Qualified,14216,38,Lost,53.6,Medium
D01377,2023-08-20,2023-11-26,rep_1,Ecommerce,India,Enterprise,Referral,Negotiation,17366,98,Lost,50.3,Medium
D01378,2023-08-06,2023-08-24,rep_16,HealthTech,Europe,Core,Outbound,Proposal,11744,18,Won,45.7,Medium
D01379,2024-03-09,2024-03-20,rep_3,SaaS,North America,Pro,Inbound,Demo,4986,11,Lost,48.8,Medium
D01380,2023-09-26,2023-11-04,rep_8,Ecommerce,APAC,Core,Inbound,Demo,10320,39,Lost,47.8,Medium
D01381,2023-04-29,2023-08-25,rep_16,Ecommerce,Europe,Core,Inbound,Closed,17381,118,Won,46.6,Medium
D01382,2024-02-18,2024-03-21,rep_18,FinTech,India,Enterprise,Partner,Demo,9103,32,Lost,55.9,Medium
D01383,2024-01-06,2024-02-04,rep_25,EdTech,North America,Enterprise,Inbound,Demo,12024,29,Won,51.9,Medium
D01384,2023-07-21,2023-08-14,rep_12,SaaS,APAC,Pro,Outbound,Closed,5842,24,Won,45.0,Medium
D01385,2023-08-21,2023-09-19,rep_25,FinTech,North America,Pro,Outbound,Closed,41245,29,Lost,45.8,Medium
D01386,2023-01-01,2023-02-13,rep_24,Ecommerce,India,Enterprise,Partner,Closed,71775,43,Lost,47.0,Medium
D01387,2024-02-07,2024-05-01,rep_17,Ecommerce,Europe,Core,Outbound,Demo,12119,84,Lost,52.7,Medium
D01388,2023-02-07,2023-05-01,rep_13,EdTech,APAC,Core,Partner,Negotiation,9892,83,Lost,54.6,Medium
D01389,2023-09-07,2023-10-09,rep_25,HealthTech,APAC,Pro,Outbound,Closed,15135,32,Lost,48.9,Medium
D01390,2023-03-14,2023-03-23,rep_23,Ecommerce,APAC,Core,Referral,Negotiation,12143,9,Lost,47.3,Medium
D01391,2023-03-08,2023-05-07,rep_2,EdTech,India,Pro,Referral,Proposal,10384,60,Lost,50.2,Medium
D01392,2023-02-09,2023-05-03,rep_3,EdTech,APAC,Core,Partner,Negotiation,6198,83,Won,51.5,Medium
D01393,2023-09-17,2023-10-15,rep_1,SaaS,Europe,Enterprise,Partner,Qualified,10391,28,Won,52.4,Medium
D01394,2023-01-13,2023-03-18,rep_10,EdTech,North America,Enterprise,Inbound,Proposal,65472,64,Won,51.0,Medium
D01395,2023-08-13,2023-11-25,rep_17,FinTech,Europe,Pro,Partner,Closed,91826,104,Lost,47.3,Medium
D01396,2023-12-05,2024-03-12,rep_25,HealthTech,North America,Enterprise,Referral,Demo,7919,98,Won,55.3,Medium
D01397,2023-05-22,2023-07-18,rep_14,SaaS,Europe,Pro,Outbound,Demo,2360,57,Won,52.2,Medium
D01398,2023-08-07,2023-10-23,rep_9,Ecommerce,North America,Core,Referral,Qualified,3725,77,Lost,51.8,Medium
D01399,2023-03-26,2023-06-27,rep_24,EdTech,India,Pro,Partner,Closed,18967,93,Lost,53.8,Medium
D01400,2023-11-20,2024-02-20,rep_20,HealthTech,Europe,Core,Referral,Proposal,97303,92,Won,43.1,Medium
D01401,2023-09-05,2023-10-16,rep_2,SaaS,APAC,Pro,Inbound,Negotiation,85388,41,Won,44.2,Medium
D01402,2024-02-26,2024-03-22,rep_23,SaaS,APAC,Pro,Referral,Qualified,3793,25,Lost,51.0,Medium
D01403,2023-08-03,2023-10-21,rep_22,FinTech,APAC,Core,Referral,Negotiation,41292,79,Won,52.0,Medium
D01404,2023-07-27,2023-11-15,rep_4,EdTech,Europe,Pro,Referral,Proposal,15752,111,Won,53.2,Medium
D01405,2023-07-22,2023-10-12,rep_6,EdTech,Europe,Enterprise,Partner,Closed,5523,82,Won,54.0,Medium
D01406,2023-10-31,2023-12-25,rep_5,SaaS,India,Pro,Inbound,Qualified,30788,55,Lost,49.5,Medium
D01407,2024-02-11,2024-05-31,rep_2,HealthTech,APAC,Pro,Partner,Demo,8841,110,Lost,58.7,Medium
D01408,2023-12-08,2024-02-26,rep_19,FinTech,North America,Enterprise,Inbound,Qualified,3353,80,Won,47.5,Medium
D01409,2024-02-25,2024-03-27,rep_10,SaaS,North America,Enterprise,Partner,Closed,16034,31,Lost,53.5,Medium
D01410,2023-03-12,2023-03-27,rep_20,HealthTech,APAC,Core,Referral,Negotiation,4129,15,Lost,45.0,Medium
D01411,2024-03-12,2024-05-01,rep_10,EdTech,India,Pro,Outbound,Closed,15744,50,Lost,51.1,Medium
D01412,2024-02-11,2024-06-05,rep_23,HealthTech,North America,Core,Inbound,Demo,11449,115,Won,54.8,Medium
D01413,2023-10-28,2024-02-24,rep_10,EdTech,APAC,Enterprise,Outbound,Qualified,2882,119,Won,56.7,Medium
D01414,2024-01-03,2024-03-11,rep_10,HealthTech,India,Enterprise,Inbound,Closed,92367,68,Won,43.6,Medium
D01415,2023-07-06,2023-08-02,rep_13,HealthTech,India,Pro,Referral,Proposal,4826,27,Won,49.6,Medium
D01416,2024-02-06,2024-05-13,rep_22,EdTech,Europe,Core,Outbound,Negotiation,62848,97,Lost,52.3,Medium
D01417,2023-05-09,2023-07-08,rep_17,SaaS,India,Pro,Outbound,Demo,4740,60,Won,52.5,Medium
D01418,2024-01-05,2024-02-04,rep_20,EdTech,APAC,Core,Inbound,Proposal,67281,30,Won,44.4,Medium
D01419,2023-09-05,2023-12-19,rep_22,SaaS,APAC,Enterprise,Referral,Proposal,6104,105,Lost,57.2,Medium
D01420,2023-09-28,2023-12-19,rep_15,SaaS,APAC,Enterprise,Referral,Qualified,77008,82,Lost,49.9,Medium
D01421,2023-01-23,2023-03-07,rep_15,SaaS,Europe,Pro,Outbound,Negotiation,17655,43,Won,49.5,Medium
D01422,2023-08-19,2023-09-28,rep_9,Ecommerce,APAC,Core,Outbound,Closed,50077,40,Won,45.5,Medium
D01423,2023-01-21,2023-02-25,rep_2,FinTech,APAC,Enterprise,Referral,Negotiation,5680,35,Lost,46.2,Medium
D01424,2023-01-09,2023-03-21,rep_16,SaaS,Europe,Enterprise,Partner,Qualified,98675,71,Lost,47.1,Medium
D01425,2024-02-04,2024-02-25,rep_21,HealthTech,North America,Enterprise,Referral,Closed,5186,21,Lost,42.4,Medium
D01426,2023-02-10,2023-03-31,rep_6,EdTech,APAC,Pro,Outbound,Proposal,5931,49,Lost,53.7,Medium
D01427,2023-08-07,2023-09-09,rep_23,SaaS,North America,Core,Outbound,Closed,9599,33,Lost,47.5,Medium
D01428,2024-03-23,2024-04-14,rep_4,Ecommerce,APAC,Core,Referral,Demo,11924,22,Lost,50.1,Medium
D01429,2023-09-19,2023-10-11,rep_12,HealthTech,India,Core,Partner,Qualified,12559,22,Lost,48.6,Medium
D01430,2024-01-07,2024-01-16,rep_11,HealthTech,Europe,Pro,Partner,Demo,7081,9,Lost,52.6,Medium
D01431,2023-01-16,2023-03-07,rep_6,HealthTech,India,Enterprise,Inbound,Demo,9696,50,Lost,52.8,Medium
D01432,2024-01-17,2024-02-22,rep_21,EdTech,Europe,Core,Inbound,Proposal,17133,36,Lost,42.6,Medium
D01433,2023-08-20,2023-09-20,rep_14,FinTech,APAC,Pro,Inbound,Proposal,68829,31,Won,46.0,Medium
D01434,2023-03-10,2023-07-02,rep_16,Ecommerce,APAC,Core,Inbound,Demo,35269,114,Won,51.1,Medium
D01435,2024-02-07,2024-05-30,rep_2,FinTech,North America,Pro,Outbound,Proposal,13112,113,Lost,52.2,Medium
D01436,2023-12-23,2024-02-01,rep_17,EdTech,North America,Pro,Partner,Qualified,12598,40,Lost,56.7,Medium
D01437,2024-01-14,2024-02-28,rep_5,SaaS,North America,Pro,Inbound,Qualified,2214,45,Won,49.4,Medium
D01438,2023-02-18,2023-03-30,rep_19,FinTech,Europe,Core,Partner,Demo,43936,40,Lost,48.3,Medium
D01439,2023-06-09,2023-10-01,rep_10,SaaS,APAC,Core,Referral,Closed,91950,114,Lost,48.3,Medium
D01440,2024-01-21,2024-02-02,rep_5,FinTech,North America,Enterprise,Inbound,Qualified,9523,12,Won,47.5,Medium
D01441,2023-02-24,2023-05-03,rep_6,SaaS,Europe,Core,Partner,Proposal,4958,68,Won,53.7,Medium
D01442,2023-03-28,2023-04-27,rep_16,HealthTech,Europe,Core,Outbound,Qualified,33614,30,Lost,46.6,Medium
D01443,2023-07-28,2023-08-04,rep_8,FinTech,India,Core,Referral,Closed,17448,7,Lost,40.2,Medium
D01444,2023-04-09,2023-07-30,rep_19,EdTech,APAC,Core,Inbound,Negotiation,73021,112,Lost,45.6,Medium
D01445,2023-12-28,2024-02-26,rep_19,HealthTech,APAC,Enterprise,Outbound,Negotiation,6958,60,Won,47.8,Medium
D01446,2023-10-23,2023-11-22,rep_8,HealthTech,North America,Enterprise,Inbound,Qualified,6753,30,Lost,47.7,Medium
D01447,2023-12-17,2024-02-12,rep_21,HealthTech,North America,Enterprise,Inbound,Qualified,34760,57,Won,45.8,Medium
D01448,2023-07-31,2023-08-20,rep_12,EdTech,India,Pro,Partner,Qualified,39265,20,Won,50.1,Medium
D01449,2023-08-16,2023-11-15,rep_7,HealthTech,India,Pro,Partner,Proposal,10390,91,Won,58.1,Medium
D01450,2023-08-12,2023-08-25,rep_24,Ecommerce,APAC,Core,Referral,Qualified,5549,13,Won,49.0,Medium
D01451,2023-02-26,2023-06-25,rep_16,SaaS,North America,Enterprise,Referral,Qualified,12576,119,Won,53.6,Medium
D01452,2023-06-28,2023-08-12,rep_9,HealthTech,India,Core,Referral,Negotiation,11291,45,Lost,47.6,Medium
D01453,2023-03-10,2023-03-19,rep_17,HealthTech,North America,Pro,Partner,Closed,7285,9,Lost,51.4,Medium
D01454,2023-09-25,2023-11-03,rep_1,FinTech,North America,Core,Partner,Negotiation,18785,39,Lost,49.7,Medium
D01455,2023-05-10,2023-08-28,rep_21,Ecommerce,North America,Core,Inbound,Demo,95289,110,Won,42.6,Medium
D01456,2023-06-17,2023-09-30,rep_16,HealthTech,Europe,Core,Partner,Qualified,14876,105,Lost,53.7,Medium
D01457,2024-01-05,2024-04-18,rep_22,SaaS,APAC,Core,Referral,Negotiation,7701,104,Won,55.2,Medium
D01458,2023-08-30,2023-11-24,rep_16,HealthTech,APAC,Pro,Outbound,Proposal,13320,86,Won,51.9,Medium
D01459,2023-08-09,2023-10-26,rep_14,FinTech,Europe,Pro,Referral,Demo,2624,78,Won,51.7,Medium
D01460,2023-10-01,2024-01-10,rep_8,HealthTech,Europe,Pro,Inbound,Demo,77839,101,Won,48.1,Medium
D01461,2023-01-19,2023-02-27,rep_15,HealthTech,North America,Pro,Outbound,Closed,14703,39,Won,50.1,Medium
D01462,2023-11-10,2023-12-02,rep_2,Ecommerce,APAC,Enterprise,Outbound,Demo,90371,22,Won,46.3,Medium
D01463,2023-12-03,2024-03-15,rep_4,FinTech,Europe,Enterprise,Partner,Proposal,16020,103,Lost,53.1,Medium
D01464,2023-01-01,2023-03-03,rep_1,FinTech,North America,Enterprise,Partner,Demo,92913,61,Lost,50.6,Medium
D01465,2023-04-09,2023-05-08,rep_7,HealthTech,APAC,Pro,Inbound,Demo,3918,29,Lost,54.2,Medium
D01466,2023-12-05,2024-02-07,rep_12,EdTech,India,Core,Inbound,Demo,35450,64,Won,47.4,Medium
D01467,2024-03-02,2024-03-29,rep_6,Ecommerce,North America,Core,Outbound,Closed,2062,27,Lost,47.2,Medium
D01468,2023-04-19,2023-05-05,rep_9,SaaS,APAC,Pro,Outbound,Demo,50049,16,Won,51.3,Medium
D01469,2024-02-29,2024-05-22,rep_20,Ecommerce,APAC,Pro,Partner,Demo,11532,83,Lost,56.8,Medium
D01470,2023-11-07,2023-12-11,rep_25,SaaS,India,Core,Inbound,Negotiation,11215,34,Lost,45.3,Medium
D01471,2024-02-12,2024-05-17,rep_16,Ecommerce,Europe,Core,Outbound,Closed,2440,95,Won,45.2,Medium
D01472,2023-10-03,2024-01-30,rep_18,FinTech,Europe,Enterprise,Inbound,Closed,26652,119,Won,51.7,Medium
D01473,2023-06-23,2023-09-05,rep_6,FinTech,India,Pro,Outbound,Demo,63525,74,Lost,51.0,Medium
D01474,2023-03-13,2023-06-30,rep_20,Ecommerce,North America,Pro,Inbound,Demo,31715,109,Lost,53.8,Medium
D01475,2024-01-13,2024-04-26,rep_2,FinTech,North America,Enterprise,Inbound,Qualified,19163,104,Won,51.4,Medium
D01476,2024-03-17,2024-07-05,rep_3,FinTech,Europe,Pro,Inbound,Closed,41616,110,Lost,45.2,Medium
D01477,2023-08-13,2023-11-28,rep_1,HealthTech,APAC,Pro,Referral,Closed,27503,107,Lost,51.8,Medium
D01478,2023-12-11,2024-01-01,rep_6,FinTech,Europe,Enterprise,Referral,Proposal,18577,21,Lost,49.0,Medium
D01479,2023-05-28,2023-08-05,rep_20,FinTech,APAC,Pro,Referral,Closed,10467,69,Lost,47.0,Medium
D01480,2023-01-21,2023-04-02,rep_22,EdTech,Europe,Pro,Partner,Qualified,2215,71,Won,58.6,Medium
D01481,2023-11-22,2024-01-11,rep_13,Ecommerce,North America,Core,Referral,Demo,56055,50,Won,50.5,Medium
